MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	BalabanJ	BertzCT	FractionCSP3	HallKierAlpha	HeavyAtomCount	Ipc	LabuteASA	MolLogP	MolMR	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	TPSA	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	active
486	455.76	485.21802488	180	0	13.616324531	-0.251513605442	13.616324531	0.00660553431657	1.36758499075	1215.51093790396	0.521739130434783	-2.98	34	77875502.0566	202.187672511047	0.358620000000003	126.2126	3	10	0	2	2	0	3	3	7	2	11	5	0	2	2	5	114.55	0	0	0	0	0	5	0	0	0	0	2	2	0	0	0	6	1	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
397.547	364.283	397.271584676	156	0	12.6357379815	0.084192281851	12.6357379815	0.084192281851	1.65651413776	940.906064828494	0.636363636363636	-2.46	29	2986071.00351	172.654353357148	1.36002	111.6804	2	7	1	0	1	0	2	2	5	2	7	6	1	0	1	3	87.52	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
278.315	264.203	278.116761068	104	0	12.4002242378	0.131226851852	12.4002242378	0.131226851852	1.76194943777	835.109191031676	0.25	-2.56	21	128237.166994	121.214456750515	2.34542	77.3535	0	5	1	0	1	1	2	3	5	0	5	1	0	0	0	4	60.15	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493.013	465.797	492.158461404	176	0	12.7940656704	-2.99414169574	12.7940656704	0.121212312653	1.43560537279	1271.26640380611	0.428571428571429	-2.76	33	25666128.903	197.023178979454	0.74704	124.4652	2	10	0	1	1	1	2	3	8	2	12	7	0	1	1	4	116.21	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	2	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
427.482	406.314	427.120191772	156	0	13.2845669564	-4.1286945098	13.2845669564	0.0591075102881	2.02185065224	1313.96152307982	0.285714285714286	-3.04	30	4895199.70866	172.796108981338	1.8903	113.2818	2	8	0	1	1	1	2	3	8	2	9	4	0	0	0	4	118.36	0	1	1	0	0	2	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
442.54	410.284	442.245429504	172	0	12.7445165032	-0.30778584293	12.7445165032	0.0159682859135	1.30574859374	920.961869176285	0.565217391304348	-2.94	32	25059883.0191	187.818263271893	0.393600000000003	120.7826	3	9	0	3	3	1	0	1	6	2	9	7	0	2	2	4	109.2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	3	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
466.523	444.347	466.142324184	170	0	13.2964332955	-0.450415325182	13.2964332955	0.00761802406148	1.43722201736	1278.70768570803	0.318181818181818	-3.6	33	58659424.4804	192.666190095737	2.76182	121.6594	2	10	1	1	2	0	3	3	10	1	11	5	1	0	1	5	132.75	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
411.487	390.319	411.136510532	150	0	12.7170368974	-3.68072977529	12.7170368974	0.194781641051	1.8485242967	1314.69858196013	0.25	-2.88	29	4685085.21269	168.133067209671	2.48604	110.2625	1	8	0	0	0	2	2	4	7	1	9	6	0	0	0	4	98.48	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
497.572	464.308	497.240009776	192	0	13.0013295815	-0.509688804703	13.0013295815	0.0990952144018	1.49434583262	1281.92418651002	0.423076923076923	-3.79	36	120432560.709	209.173665986365	0.735400000000001	131.829	2	10	0	1	1	1	2	3	9	2	10	9	0	0	0	4	109.25	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
443.424	422.256	443.166564772	168	0	11.8547262214	-1.33259889384	11.8547262214	0.0111365489112	1.46571991264	1122.73111621657	0.333333333333333	-3.72	32	23390342.8431	180.311298870084	-0.4819	109.0742	7	14	0	1	1	1	2	3	12	6	14	6	0	1	1	4	205.39	0	3	3	1	0	4	0	0	0	0	1	1	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
507.996	481.788	507.123084232	182	0	13.2666121724	-3.90163319268	13.2666121724	0.0018678896477	1.42633753533	1193.93133597932	0.391304347826087	-2.82	34	38180035.7336	203.174904579278	3.1333	128.0805	1	9	0	2	2	2	0	2	6	1	11	6	0	1	1	4	105.25	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
489.572	458.324	489.226371092	188	0	13.8943157911	-0.901643885949	13.8943157911	0.0694004687759	1.75149756646	1227.99197170594	0.357142857142857	-3.94	36	141068880.075	209.999110791331	5.63724000000001	135.3506	1	8	1	0	1	2	1	3	5	1	8	8	1	0	1	4	105.69	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427.569	392.289	427.27091598	168	0	12.7380258068	-0.768396461739	12.7380258068	0.22124207052	1.33612555759	838.981092952273	0.625	-2.41	31	11805693.2101	184.086825725802	1.2282	117.0781	3	7	1	2	3	1	0	1	3	3	7	6	1	2	3	4	82.95	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
283.375	262.207	283.168462292	110	0	13.0154667423	0.0353703703704	13.0154667423	0.0353703703704	2.04363765205	674.424786104851	0.352941176470588	-2.23	21	86768.4499309	124.717639347678	3.0717	85.5529	2	4	0	1	1	1	1	2	3	1	4	2	0	0	0	3	51.26	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490.028	455.756	489.238091628	184	0	13.045248362	0.0478304566198	13.045248362	0.0478304566198	1.19501885468	963.342834727385	0.583333333333333	-2.49	34	54827044.869	204.97366126441	0.853700000000003	128.1674	2	9	0	2	2	1	1	2	6	2	10	7	0	2	2	4	96.01	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
435.508	408.292	435.214463724	166	0	12.8684560503	-0.0669515230207	12.8684560503	0.0669515230207	1.40869381176	1240.34567856271	0.391304347826087	-3.3	32	40038562.4026	184.538218739841	1.38032	116.8794	2	9	0	1	1	1	3	4	7	2	9	8	0	1	1	5	103.27	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
411.527	386.327	411.16166266	152	0	12.7695060111	-3.33907407469	12.7695060111	0.145485276495	1.56798074911	1197.23291215097	0.318181818181818	-2.8	29	3957588.14543	170.73499337282	4.0142	117.113	1	6	0	1	1	2	1	3	4	1	7	5	0	0	0	4	71.41	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
397.499	368.267	397.223965788	154	0	12.7376030236	-0.276293748479	12.7376030236	0.0258686854371	1.25560566585	997.800017372673	0.5	-2.67	29	4915141.61057	170.065247377761	-1.58837999999999	107.4661	3	7	0	3	3	1	0	1	4	3	7	6	0	1	1	4	84.64	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476.537	448.313	476.217203376	182	0	13.3001411638	-0.547928240741	13.3001411638	0.0341919545879	1.74902515092	1540.0066920135	0.32	-4.21	35	60124620.5928	200.730896648301	1.98114	133.6594	2	10	0	0	0	2	2	4	8	2	10	7	0	0	0	4	119.5	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349.387	326.203	349.163770836	136	0	12.0402545581	-0.626619778106	12.0402545581	0.0676551070793	1.83519187332	641.170531655042	0.529411764705882	-2.64	25	386134.215695	145.599360763876	2.7249	91.0663	2	8	1	0	1	1	0	1	5	2	8	6	1	0	1	2	110.57	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461.522	434.306	461.206304344	176	0	13.3529419	-0.155926921978	13.3529419	0.131778464337	1.38978694216	1310.63923598945	0.32	-4.01	34	70631834.9266	196.752191408021	3.01622	131.1737	1	9	0	2	2	2	1	3	7	1	9	4	0	1	1	5	88.93	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	2	0	2	1	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
439.545	414.345	439.17904404	162	0	11.9572754685	-0.116067254346	11.9572754685	0.116067254346	1.48192409972	1176.78476886512	0.380952380952381	-3.14	31	18305827.9886	183.474594899109	3.521	117.7577	1	9	0	0	0	0	4	4	9	1	10	10	0	0	0	4	107.42	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
447.495	422.295	447.19065428	170	0	12.7950243688	-0.484711599421	12.7950243688	0.0416243367656	1.29157157309	1103.43432077871	0.291666666666667	-4.01	33	35827505.7544	191.077545311775	3.3432	124.8466	1	9	0	2	2	2	0	2	6	1	9	6	0	1	1	4	108.15	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305.813	285.653	305.14072332	112	0	6.30802559244	0.326268266566	6.30802559244	0.326268266566	2.0063024573	638.744256475036	0.533333333333333	-1.62	21	85650.7881159	129.028796566762	3.5729	83.8914	2	5	1	0	1	1	1	2	5	1	6	2	1	0	1	3	69.62	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
457.508	434.324	457.130756456	168	0	13.4428384826	-4.16346231471	13.4428384826	0.00571900982615	2.09398744183	1394.77693132366	0.318181818181818	-3.24	32	12480224.261	184.274596325242	2.7163	120.5418	2	9	0	1	1	1	2	3	9	2	10	5	0	0	0	4	127.59	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
445.565	416.333	445.190951408	166	0	12.0988900586	-0.574522354983	12.0988900586	0.0290007716049	1.590577223	1015.18010604294	0.454545454545455	-2.78	31	12315418.8981	185.324890505491	2.9534	120.796	4	8	0	2	2	1	1	2	6	4	9	5	0	0	0	4	98.83	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
466.885	447.733	466.115630768	168	0	12.8127416517	-0.474143314301	12.8127416517	0.0127711068559	1.38821119323	1362.6675624532	0.181818181818182	-4.05	33	33535952.0735	192.13761587387	2.5618	122.1521	1	10	0	0	0	2	2	4	8	1	11	8	0	0	0	4	124.95	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429.483	414.363	429.05654596	148	0	12.7408194113	-0.472227321521	12.7408194113	0.186849216283	1.58604106675	1313.49839805761	0.166666666666667	-3.31	29	5286674.40333	171.558742739862	2.79392	110.7914	2	9	0	0	0	0	4	4	9	2	11	4	0	0	0	4	118.97	0	0	0	0	0	4	1	0	0	0	2	2	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
