MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	BalabanJ	BertzCT	FractionCSP3	HallKierAlpha	HeavyAtomCount	Ipc	LabuteASA	MolLogP	MolMR	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	TPSA	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	active
488.953	467.785	488.092118452	172	0	13.2616620896	-0.918535454566	13.2616620896	0.0100432351056	1.89025381819	1134.10615018167	0.181818181818182	-3.5	33	21194810.3308	199.12542633189	3.4191	128.6971	3	9	0	1	1	2	0	2	7	2	11	7	0	0	0	3	123.32	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
389.47	362.254	389.215292924	150	0	13.7041630069	-0.802091041161	13.7041630069	0.0219906357605	1.69234825999	836.04438132232	0.380952380952381	-2.67	28	1709633.04663	163.87912981512	2.3545	106.9641	3	5	0	1	1	2	0	2	2	3	7	5	0	0	0	3	48.81	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
449.467	426.283	449.169918836	170	0	12.650368446	-0.489690380702	12.650368446	0.166666382186	1.43054958598	1383.40886545087	0.217391304347826	-4.34	33	32747941.1498	188.538204392033	2.89622	120.2662	1	10	0	0	0	1	3	4	8	1	10	6	0	0	0	4	111.08	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
387.443	366.275	387.169524912	146	0	13.1513574879	-0.054128220031	13.1513574879	0.054128220031	1.50976758222	1078.06077629224	0.227272727272727	-3.13	29	8306687.9176	168.057667773449	2.274	109.9806	3	7	1	1	2	2	1	3	7	2	7	4	0	1	1	5	93.37	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
350.378	332.234	350.137890436	132	0	12.7016410777	-0.425379818594	12.7016410777	0.0885195420761	1.53166390103	981.584502987097	0.210526315789474	-3.35	26	1617949.96641	149.497530643918	2.5631	98.1774	2	7	0	1	1	2	1	3	4	2	7	4	0	1	1	4	87.32	0	0	0	0	0	2	1	0	0	0	2	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441.537	416.337	441.17088466	162	0	12.9892195586	-3.75700587088	12.9892195586	0.0052696825848	1.43297674643	1192.36283803908	0.285714285714286	-3.08	31	12451575.4257	180.703092646658	0.0797000000000027	115.3999	3	9	0	1	1	2	1	3	6	2	10	6	0	0	0	4	115.62	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	4	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
286.335	268.191	286.142975816	110	0	12.1836702412	-0.41100718065	12.1836702412	0.0747236394558	2.07746074268	651.073744599161	0.466666666666667	-2.24	21	80294.2935931	122.551602785504	1.33232	73.2594	2	6	0	2	2	0	1	1	4	1	6	3	0	1	1	3	91.02	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
496.56	464.304	496.220951364	192	0	13.7975243363	-1.02082852116	13.7975243363	0.104650031373	1.84122591719	1176.56228978325	0.518518518518518	-3.49	36	85491667.6243	209.612982662122	4.39212	130.6951	1	9	2	1	3	1	0	1	8	1	9	5	1	0	1	4	124.84	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488.547	468.387	488.08242636	172	0	12.8364061844	-3.87669749239	12.8364061844	0.0327649439405	1.71339406518	1421.65575104212	0.238095238095238	-3.19	33	26505398.8624	192.507784632023	1.3911	121.1267	2	10	0	1	1	2	1	3	8	1	12	6	0	1	1	4	141.13	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
485.63	452.366	485.222251536	182	0	13.3796163383	-3.24914832081	13.3796163383	0.0917098109522	1.33349969634	1097.49538718977	0.48	-2.94	34	47929251.2136	200.82364470689	1.6756	128.6372	2	8	1	1	2	1	1	2	5	1	9	6	1	1	2	4	100.93	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
310.361	292.217	310.154209196	118	0	12.0132610544	-0.252586425002	12.0132610544	0.146428387713	1.52856646175	742.921220373103	0.375	-2.88	23	279417.738094	133.882910673841	1.65638	83.2864	2	7	0	1	1	1	1	2	5	2	7	4	0	0	0	3	95.63	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
466.562	434.306	466.245429504	180	0	12.612869914	-0.778527091328	12.612869914	0.062385236888	1.43904246089	1096.70874345969	0.44	-3.46	34	54751598.5169	198.816494135869	1.76032	130.1775	3	9	0	2	2	2	0	2	5	3	9	6	0	1	1	4	109.02	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
301.821	281.661	301.13457532	110	0	6.18705274033	-0.0433774250441	6.18705274033	0.0433774250441	2.07036871331	688.919955475665	0.411764705882353	-1.61	21	62126.7379756	130.539656831786	4.0868	88.152	0	3	0	1	1	1	1	2	3	0	4	1	0	0	0	3	29.02	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325.369	302.185	325.175004216	128	0	11.8644561497	-0.354852860998	11.8644561497	0.0542222164093	1.62892666633	532.992231872234	0.714285714285714	-2.32	23	177303.441756	134.28600633748	0.84062	80.8904	2	9	0	1	1	0	1	1	6	2	9	5	0	1	1	2	109.59	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
484.965	463.797	484.097203832	170	0	12.6716974324	-0.580962791495	12.6716974324	0.405899883229	1.69818581335	1239.51333089558	0.217391304347826	-3.3	33	34456582.8245	199.487890908345	4.4723	125.2942	1	8	0	1	1	2	1	3	9	1	10	6	0	0	0	4	95.34	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
431.514	406.314	431.1514919	160	0	13.0487092652	-3.64223743308	13.0487092652	0.19994301311	1.43264751058	1011.19228455563	0.380952380952381	-2.62	30	6263156.33171	175.980232023559	2.30942	112.1845	1	8	0	2	2	2	0	2	5	1	9	4	0	2	2	4	88.18	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
452.582	426.374	452.142621312	162	0	12.9241491087	-3.69558091905	12.9241491087	0.0867198298435	1.98801887989	1110.22421453607	0.473684210526316	-2.24	30	5045221.74621	179.301654414653	-1.65189999999999	113.8969	3	9	0	2	2	1	0	1	7	3	11	7	0	0	0	3	121.91	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
312.329	296.201	312.122240372	118	0	9.79096797052	-0.643892668178	9.79096797052	0.00973450491308	2.18635915192	789.005353710525	0.3125	-3.01	23	208662.872488	132.571216848906	2.75158	81.002	4	7	0	2	2	1	0	1	7	3	7	3	0	0	0	3	124.22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414.571	384.331	414.19771382	156	0	5.86197151374	0.212509815655	5.86197151374	0.212509815655	1.75298358955	782.020287929812	0.434782608695652	-2.31	29	4856279.7411	178.506141219931	4.6442	120.9707	1	5	0	1	1	2	0	2	4	1	6	8	0	1	1	3	42.96	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469.491	445.299	469.131899328	174	0	13.9351797709	-4.00674203508	13.9351797709	0.0355779425968	1.59039062215	1033.38390382186	0.45	-2.99	32	11323594.5508	184.336853473713	0.899599999999999	109.0352	2	10	0	2	2	1	0	1	7	2	12	7	0	1	1	3	131.11	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
497.623	464.359	497.266499296	190	0	13.6926692286	-0.0638702438301	13.6926692286	0.00166259963119	1.24806769029	1395.31873826202	0.379310344827586	-3.78	37	507573322.462	215.842814307329	-0.990899999999994	138.8949	2	8	0	3	3	2	1	3	5	2	8	6	0	1	1	6	84.44	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
529.694	496.43	529.249803676	196	0	13.6149458338	-0.289810773075	13.6149458338	0.0817062594092	1.39123536835	1627.53607764655	0.392857142857143	-3.63	38	701713834.991	224.661737928347	3.07232	151.1084	2	9	0	1	1	2	3	5	8	2	10	6	0	1	1	6	97.03	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0
462.552	434.328	462.181114996	172	0	13.0081589424	-3.79624857037	13.0081589424	0.0013660031914	1.42798703187	1085.80623242099	0.523809523809524	-2.95	32	17255245.9783	186.438126274292	-0.322999999999997	116.0716	4	10	1	2	3	1	0	1	5	4	11	5	1	1	2	4	138.65	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
330.344	312.2	330.132805056	126	0	12.2437269011	-0.28033835139	12.2437269011	0.164698837868	1.75197784444	991.666488657973	0.3125	-3.03	24	348641.382123	136.015453729399	0.705319999999999	87.7731	3	8	0	0	0	0	3	3	5	3	8	5	0	0	0	3	112.89	0	0	0	0	0	3	2	0	0	0	1	1	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
482.562	456.354	482.162390932	178	0	12.9834080664	-0.483944150428	12.9834080664	0.00878429543371	1.42328352508	1199.79861751955	0.333333333333333	-3.37	34	45719829.097	200.755254786614	3.9161	130.9771	1	9	0	1	1	2	1	3	7	1	10	7	0	1	1	4	106.71	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
414.487	392.311	414.136176184	152	0	12.2733918706	-3.51292068361	12.2733918706	0.0141163679978	1.69598357568	1135.54282257406	0.25	-3.04	29	2872521.80071	169.16931685865	2.78494	108.8565	1	8	0	0	0	2	1	3	6	1	9	6	0	0	0	3	105.4	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
367.405	346.237	367.153206152	140	0	12.1621092724	-0.689514649996	12.1621092724	0.0216263455488	1.50995831392	862.030587407663	0.3	-3.22	27	1386182.83174	156.477947377008	2.771	101.5238	2	7	1	0	1	2	0	2	4	2	7	5	0	0	0	3	101.34	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465.578	432.314	465.261413916	180	0	12.8606319067	-0.238023089324	12.8606319067	0.161598550142	1.5000991122	1115.09370169495	0.44	-3.46	34	52154085.3585	199.344592105267	1.5457	126.6847	3	9	0	1	1	1	2	3	7	3	9	8	0	0	0	4	106.6	0	0	0	0	0	4	0	1	0	0	1	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
